tipo_modelo,variable_objetivo,modelo,hiperparametros,MAE,RMSE,R2
regresion_por_separado,NOX,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100}",2.635549813946202,4.037840026625291,0.8769644838940885
regresion_por_separado,NOX,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 200}",2.5926574627694685,3.9839932965896088,0.8802240909305525
regresion_por_separado,NOX,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 300}",2.5706315011787337,3.9594669600862735,0.8816942850699999
regresion_por_separado,NOX,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 100}",2.6120144321685164,4.14818058200201,0.8701483160375884
regresion_por_separado,NOX,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 200}",2.6088868972738863,4.144020462042384,0.8704086362887796
regresion_por_separado,NOX,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 300}",2.6080855846267434,4.143229144739238,0.8704581235432067
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': None, 'n_estimators': 100}",0.4337833945828241,0.6251174175786295,0.998396565073792
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': None, 'n_estimators': 200}",0.4318687355383133,0.622766549353121,0.998408602416648
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': None, 'n_estimators': 300}",0.4308515856812293,0.6203918782655424,0.9984207155941918
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': 5, 'n_estimators': 100}",1.1868421477809648,1.6419895737543038,0.9889371014468896
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': 5, 'n_estimators': 200}",1.1865271166197344,1.6424260432002304,0.9889312192427095
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': 5, 'n_estimators': 300}",1.186828375731651,1.6434081201896158,0.98891797828752
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 100}",0.624690945487317,0.8473811885083395,0.997053640223533
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 200}",0.622819536739944,0.8444197025998113,0.997074198516919
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 300}",0.6215647547756817,0.8419795127061408,0.9970910839481046
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': 15, 'n_estimators': 100}",0.4651155520339052,0.6510274391271373,0.9982608913052612
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': 15, 'n_estimators': 200}",0.4633168628002255,0.6489277210045346,0.9982720912920034
regresion_por_separado,TEY,RandomForestRegressor,"{'max_depth': 15, 'n_estimators': 300}",0.4624379530574605,0.6468608174482962,0.9982830809072144
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100}",4.488772375403545,5.905240773027244,0.8569119520068699
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200}",1.8784234612079256,2.418471161212316,0.976000070509686
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300}",0.9674190180944526,1.2630085658272263,0.9934545315831436
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100}",4.348597680524497,5.821097145547606,0.8609606163755097
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 200}",1.7157411127595397,2.262097021953364,0.9790033216315872
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 300}",0.7891992805162158,1.0397794460107832,0.995563805326028
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 100}",4.311213601837843,5.814097926411264,0.8612947740189478
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 200}",1.6880069285411323,2.253974858391158,0.9791538300237808
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 300}",0.7726190579737452,1.033361181991154,0.995618403042706
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",0.6371527095040255,0.8457025268387817,0.9970653021351616
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200}",0.5693230920793964,0.7535676945609056,0.9976699100664324
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 300}",0.5363622192864648,0.7134199534207049,0.9979115761545077
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 100}",0.4451828893493013,0.6132382219080077,0.9984569266486136
